#target name                                          accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#---------------------------------------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
ERZ477576.1085747-NODE-1085747-length-122-cov-3.80597  -         LSU_rRNA_bacteria    RF02541   hmm     1578     1668       38      118      +     -    6 0.43   0.0   15.5     0.036 ?   -
ERZ477576.729187-NODE-729187-length-239-cov-1.49457    -         LSU_rRNA_bacteria    RF02541   hmm       51      258       27      234      +     -    6 0.28   0.1   15.3     0.041 ?   -
ERZ477576.321427-NODE-321427-length-345-cov-0.982759   -         LSU_rRNA_bacteria    RF02541   hmm       20      117      178       83      -     -    6 0.51   0.0   14.0       0.1 ?   -
ERZ477576.110762-NODE-110762-length-580-cov-1.65143    -         LSU_rRNA_bacteria    RF02541   hmm      298      455      212       63      -     -    6 0.47   0.0   13.4      0.15 ?   -
ERZ477576.967896-NODE-967896-length-214-cov-1.42138    -         LSU_rRNA_bacteria    RF02541   hmm     2096     2273        3      213      +     -    6 0.47   0.0   12.8      0.23 ?   -
ERZ477576.521662-NODE-521662-length-277-cov-1.39189    -         LSU_rRNA_bacteria    RF02541   hmm     2862     2920        2       59      +     -    6 0.53   0.0   11.8      0.46 ?   -
ERZ477576.753344-NODE-753344-length-236-cov-1.38674    -         LSU_rRNA_bacteria    RF02541   hmm      997     1133       95      236      +     -    6 0.49   0.0   11.7      0.48 ?   -
ERZ477576.559601-NODE-559601-length-268-cov-2.91549    -         LSU_rRNA_bacteria    RF02541   hmm      317      391       30      104      +     -    6 0.53   0.0   10.4       1.2 ?   -
ERZ477576.1085814-NODE-1085814-length-121-cov-17.3485  -         LSU_rRNA_bacteria    RF02541   hmm     1411     1506      121       40      -     -    6 0.39   0.0    8.4       4.9 ?   -
ERZ477576.88391-NODE-88391-length-650-cov-2.78824      -         LSU_rRNA_bacteria    RF02541   hmm     2869     2922      650      597      -     -    6 0.44   0.0    7.9       6.9 ?   -
#
# Program:         cmsearch
# Version:         1.1.2 (July 2016)
# Pipeline mode:   SEARCH
# Query file:      /hps/nobackup2/production/metagenomics/pipeline/testing/amplicon-test/work-dir/kate/d6546107-b3e0-4285-9cdf-a112ffd69a52/find_ribosomal_ncRNAs/cmsearch/RF02541.cm
# Target file:     /hps/nobackup2/production/metagenomics/pipeline/testing/amplicon-test/work-dir/kate/d6546107-b3e0-4285-9cdf-a112ffd69a52/index_reads/ERZ477576_FASTA.fasta
# Option settings: cmsearch -Z 1000 -o ERZ477576_FASTA.fasta.RF02541.cmsearch.out --tblout ERZ477576_FASTA.fasta.RF02541.cmsearch_matches.tbl --noali --hmmonly /hps/nobackup2/production/metagenomics/pipeline/testing/amplicon-test/work-dir/kate/d6546107-b3e0-4285-9cdf-a112ffd69a52/find_ribosomal_ncRNAs/cmsearch/RF02541.cm /hps/nobackup2/production/metagenomics/pipeline/testing/amplicon-test/work-dir/kate/d6546107-b3e0-4285-9cdf-a112ffd69a52/index_reads/ERZ477576_FASTA.fasta 
# Current dir:     /hps/nobackup2/production/metagenomics/pipeline/testing/amplicon-test/work-dir/kate/d6546107-b3e0-4285-9cdf-a112ffd69a52/find_ribosomal_ncRNAs/cmsearch/scatter6
# Date:            Fri Sep 13 13:46:56 2019
# [ok]
#target name                                           accession query name             accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#----------------------------------------------------- --------- ---------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
ERZ477576.20-NODE-20-length-51199-cov-120.907          -         SSU_rRNA_microsporidia RF02542   hmm        6     1309    41947    40481      -     -    6 0.55   2.2  412.6  1.9e-121 !   -
ERZ477576.2666-NODE-2666-length-5311-cov-42.7479       -         SSU_rRNA_microsporidia RF02542   hmm        6     1309     1421     2937      +     -    6 0.49   4.9  403.1  1.4e-118 !   -
ERZ477576.38478-NODE-38478-length-1016-cov-53.2726     -         SSU_rRNA_microsporidia RF02542   hmm      382     1285       10     1015      +     -    6 0.56   0.2  319.2   3.4e-93 !   -
ERZ477576.89408-NODE-89408-length-646-cov-5.41794      -         SSU_rRNA_microsporidia RF02542   hmm      486      970      562       47      -     -    6 0.44   1.7  260.1   2.5e-75 !   -
ERZ477576.87573-NODE-87573-length-653-cov-9.6204       -         SSU_rRNA_microsporidia RF02542   hmm      752     1309        6      646      +     -    6 0.53   0.1  253.2     3e-73 !   -
ERZ477576.30134-NODE-30134-length-1176-cov-21.8635     -         SSU_rRNA_microsporidia RF02542   hmm        6      839      918        1      -     -    6 0.50   3.5  228.8   7.2e-66 !   -
ERZ477576.22781-NODE-22781-length-1391-cov-25.378      -         SSU_rRNA_microsporidia RF02542   hmm        7      839      951        1      -     -    6 0.54   5.4  222.5   5.5e-64 !   -
ERZ477576.12306-NODE-12306-length-2044-cov-18.0352     -         SSU_rRNA_microsporidia RF02542   hmm        6      839      948        1      -     -    6 0.52   5.0  216.5   3.5e-62 !   -
ERZ477576.1769-NODE-1769-length-6637-cov-6.79535       -         SSU_rRNA_microsporidia RF02542   hmm        6      827     5698     6637      +     -    6 0.49   3.4  207.9   1.4e-59 !   -
ERZ477576.48209-NODE-48209-length-897-cov-64.2542      -         SSU_rRNA_microsporidia RF02542   hmm      752     1309      886      238      -     -    6 0.52   0.0  202.3   7.3e-58 !   -
ERZ477576.48948-NODE-48948-length-889-cov-62.2194      -         SSU_rRNA_microsporidia RF02542   hmm        8      808      874        4      -     -    6 0.50   3.5  199.7   4.3e-57 !   -
ERZ477576.107247-NODE-107247-length-589-cov-14.9663    -         SSU_rRNA_microsporidia RF02542   hmm      242      800        3      588      +     -    6 0.53   0.6  197.9   1.6e-56 !   -
ERZ477576.100905-NODE-100905-length-608-cov-4.84629    -         SSU_rRNA_microsporidia RF02542   hmm      752     1238        6      567      +     -    6 0.55   0.0  197.5     2e-56 !   -
ERZ477576.33199-NODE-33199-length-1109-cov-30.889      -         SSU_rRNA_microsporidia RF02542   hmm        6      796      246     1105      +     -    6 0.48   4.4  196.7   3.6e-56 !   -
ERZ477576.51086-NODE-51086-length-868-cov-16.4662      -         SSU_rRNA_microsporidia RF02542   hmm       79      839        2      868      +     -    6 0.54   4.9  194.0   2.4e-55 !   -
ERZ477576.103134-NODE-103134-length-601-cov-46.8242    -         SSU_rRNA_microsporidia RF02542   hmm      382      945      592        2      -     -    6 0.52   0.3  193.4   3.4e-55 !   -
ERZ477576.73874-NODE-73874-length-713-cov-370.74       -         SSU_rRNA_microsporidia RF02542   hmm      296      945        4      712      +     -    6 0.47   2.8  193.2     4e-55 !   -
ERZ477576.84476-NODE-84476-length-665-cov-41.0885      -         SSU_rRNA_microsporidia RF02542   hmm      252      859       15      657      +     -    6 0.50   2.6  192.3   7.4e-55 !   -
ERZ477576.97408-NODE-97408-length-619-cov-2.39716      -         SSU_rRNA_microsporidia RF02542   hmm        2      345       68      553      +     -    6 0.43   0.0  178.2   1.4e-50 !   -
ERZ477576.93972-NODE-93972-length-630-cov-11.5148      -         SSU_rRNA_microsporidia RF02542   hmm      255      832       12      630      +     -    6 0.54   2.2  172.6   6.6e-49 !   -
ERZ477576.57925-NODE-57925-length-811-cov-8.15476      -         SSU_rRNA_microsporidia RF02542   hmm        6      688      801        1      -     -    6 0.47   1.4  168.7   1.1e-47 !   -
ERZ477576.27450-NODE-27450-length-1241-cov-3.64165     -         SSU_rRNA_microsporidia RF02542   hmm        6      689      444     1241      +     -    6 0.47   1.5  168.0   1.7e-47 !   -
ERZ477576.108716-NODE-108716-length-585-cov-18.7358    -         SSU_rRNA_microsporidia RF02542   hmm      380      839      467        1      -     -    6 0.55   0.7  165.4     1e-46 !   -
ERZ477576.175574-NODE-175574-length-460-cov-9.44938    -         SSU_rRNA_microsporidia RF02542   hmm      382      827      451        1      -     -    6 0.55   0.6  155.6   9.6e-44 !   -
ERZ477576.101829-NODE-101829-length-605-cov-31.2073    -         SSU_rRNA_microsporidia RF02542   hmm      253      809        8      603      +     -    6 0.55   0.9  151.9   1.3e-42 !   -
ERZ477576.148405-NODE-148405-length-500-cov-71.3371    -         SSU_rRNA_microsporidia RF02542   hmm      789     1203        2      486      +     -    6 0.53   0.0  146.9   4.1e-41 !   -
ERZ477576.155182-NODE-155182-length-489-cov-66.0392    -         SSU_rRNA_microsporidia RF02542   hmm      789     1202      488        2      -     -    6 0.52   0.0  142.3   9.7e-40 !   -
ERZ477576.111756-NODE-111756-length-577-cov-21.59      -         SSU_rRNA_microsporidia RF02542   hmm      372      806      138      575      +     -    6 0.52   1.3  141.5   1.7e-39 !   -
ERZ477576.99584-NODE-99584-length-612-cov-107.668      -         SSU_rRNA_microsporidia RF02542   hmm      253      794        4      611      +     -    6 0.50   2.4  141.2   2.2e-39 !   -
ERZ477576.139883-NODE-139883-length-515-cov-80.0935    -         SSU_rRNA_microsporidia RF02542   hmm      789     1204      514       29      -     -    6 0.53   0.0  140.4   3.6e-39 !   -
ERZ477576.46792-NODE-46792-length-912-cov-3.17386      -         SSU_rRNA_microsporidia RF02542   hmm        6      646      760        3      -     -    6 0.53   1.4  136.0   7.7e-38 !   -
ERZ477576.246657-NODE-246657-length-390-cov-2.9791     -         SSU_rRNA_microsporidia RF02542   hmm      261      480        1      252      +     -    6 0.48   0.0  128.6   1.3e-35 !   -
ERZ477576.196649-NODE-196649-length-435-cov-19.2553    -         SSU_rRNA_microsporidia RF02542   hmm      402      827        1      435      +     -    6 0.47   1.7  128.2   1.8e-35 !   -
ERZ477576.84563-NODE-84563-length-665-cov-2.15738      -         SSU_rRNA_microsporidia RF02542   hmm      276      795      569       13      -     -    6 0.38   5.4  118.3   1.8e-32 !   -
ERZ477576.6135-NODE-6135-length-3168-cov-30.0601       -         SSU_rRNA_microsporidia RF02542   hmm      917     1309        3      471      +     -    6 0.54   0.0  118.0   2.2e-32 !   -
ERZ477576.28935-NODE-28935-length-1204-cov-18.0653     -         SSU_rRNA_microsporidia RF02542   hmm      913     1309     1202      725      -     -    6 0.54   0.0  117.3   3.5e-32 !   -
ERZ477576.166832-NODE-166832-length-472-cov-2.60671    -         SSU_rRNA_microsporidia RF02542   hmm      253      683      468        3      -     -    6 0.54   1.1  116.2   7.9e-32 !   -
ERZ477576.345759-NODE-345759-length-333-cov-1.51079    -         SSU_rRNA_microsporidia RF02542   hmm      161      350      117      306      +     -    6 0.51   0.0  116.1   7.9e-32 !   -
ERZ477576.144909-NODE-144909-length-506-cov-69.0976    -         SSU_rRNA_microsporidia RF02542   hmm      253      694        4      505      +     -    6 0.50   1.8  115.6   1.1e-31 !   -
ERZ477576.432642-NODE-432642-length-301-cov-1.44309    -         SSU_rRNA_microsporidia RF02542   hmm      635      868      297       57      -     -    6 0.54   0.0  114.4   2.7e-31 !   -
ERZ477576.185925-NODE-185925-length-447-cov-67.2857    -         SSU_rRNA_microsporidia RF02542   hmm      773     1147        2      446      +     -    6 0.52   0.0  112.1   1.3e-30 !   -
ERZ477576.226629-NODE-226629-length-406-cov-3.88319    -         SSU_rRNA_microsporidia RF02542   hmm      767     1074        1      354      +     -    6 0.54   0.1  112.0   1.4e-30 !   -
ERZ477576.169683-NODE-169683-length-468-cov-5.53995    -         SSU_rRNA_microsporidia RF02542   hmm      255      676      457        1      -     -    6 0.59   1.4   99.0   1.2e-26 !   -
ERZ477576.299207-NODE-299207-length-356-cov-2.09967    -         SSU_rRNA_microsporidia RF02542   hmm     1089     1311       57      323      +     -    6 0.47   0.0   96.2   8.3e-26 !   -
ERZ477576.342792-NODE-342792-length-334-cov-37.3333    -         SSU_rRNA_microsporidia RF02542   hmm      916     1202      331       11      -     -    6 0.55   0.0   96.0   9.8e-26 !   -
ERZ477576.203168-NODE-203168-length-428-cov-4.82306    -         SSU_rRNA_microsporidia RF02542   hmm      912     1222        2      369      +     -    6 0.53   0.0   95.1   1.9e-25 !   -
ERZ477576.291799-NODE-291799-length-360-cov-9.42295    -         SSU_rRNA_microsporidia RF02542   hmm      916     1205        4      347      +     -    6 0.53   0.0   94.5   2.8e-25 !   -
ERZ477576.400850-NODE-400850-length-311-cov-17.6953    -         SSU_rRNA_microsporidia RF02542   hmm      396      695      311       10      -     -    6 0.50   0.3   91.4   2.4e-24 !   -
ERZ477576.209169-NODE-209169-length-422-cov-3.77112    -         SSU_rRNA_microsporidia RF02542   hmm      935     1285      397        2      -     -    6 0.56   0.0   90.1     6e-24 !   -
ERZ477576.51337-NODE-51337-length-866-cov-3.65475      -         SSU_rRNA_microsporidia RF02542   hmm        3      294      542      866      +     -    6 0.55   0.1   87.9   2.8e-23 !   -
ERZ477576.3942-NODE-3942-length-4166-cov-3.90246       -         SSU_rRNA_microsporidia RF02542   hmm        3      294      325        1      -     -    6 0.56   0.1   87.6   3.4e-23 !   -
ERZ477576.949563-NODE-949563-length-216-cov-1.04348    -         SSU_rRNA_microsporidia RF02542   hmm      570      767        3      216      +     -    6 0.42   0.0   86.7   6.3e-23 !   -
ERZ477576.916231-NODE-916231-length-219-cov-1.10976    -         SSU_rRNA_microsporidia RF02542   hmm      514      700      191        5      -     -    6 0.52   0.2   85.4   1.6e-22 !   -
ERZ477576.225439-NODE-225439-length-407-cov-28.8949    -         SSU_rRNA_microsporidia RF02542   hmm     1098     1309      404      168      -     -    6 0.57   0.0   82.9   8.8e-22 !   -
ERZ477576.67471-NODE-67471-length-748-cov-5.19048      -         SSU_rRNA_microsporidia RF02542   hmm        6      459      162      746      +     -    6 0.51   0.3   82.8   9.8e-22 !   -
ERZ477576.338634-NODE-338634-length-336-cov-3.10676    -         SSU_rRNA_microsporidia RF02542   hmm      749      976       84      321      +     -    6 0.48   0.0   82.7   9.9e-22 !   -
ERZ477576.652776-NODE-652776-length-250-cov-6.31282    -         SSU_rRNA_microsporidia RF02542   hmm      752      947       37      249      +     -    6 0.55   0.0   82.6   1.1e-21 !   -
ERZ477576.573272-NODE-573272-length-265-cov-93.7048    -         SSU_rRNA_microsporidia RF02542   hmm      756      970        1      230      +     -    6 0.50   0.0   78.9   1.4e-20 !   -
ERZ477576.22679-NODE-22679-length-1395-cov-34.8328     -         SSU_rRNA_microsporidia RF02542   hmm     1100     1309        4      234      +     -    6 0.52   0.0   78.8   1.5e-20 !   -
ERZ477576.163197-NODE-163197-length-477-cov-9.62559    -         SSU_rRNA_microsporidia RF02542   hmm     1100     1309        4      234      +     -    6 0.53   0.0   78.8   1.6e-20 !   -
ERZ477576.49743-NODE-49743-length-881-cov-30.6707      -         SSU_rRNA_microsporidia RF02542   hmm     1100     1309        4      234      +     -    6 0.53   0.0   78.6   1.8e-20 !   -
ERZ477576.677958-NODE-677958-length-246-cov-31.9215    -         SSU_rRNA_microsporidia RF02542   hmm     1100     1309        4      234      +     -    6 0.54   0.0   78.4     2e-20 !   -
ERZ477576.516073-NODE-516073-length-278-cov-11.1166    -         SSU_rRNA_microsporidia RF02542   hmm      986     1204      272       29      -     -    6 0.55   0.0   75.2   1.9e-19 !   -
ERZ477576.29424-NODE-29424-length-1193-cov-3.43409     -         SSU_rRNA_microsporidia RF02542   hmm        3      294      860     1193      +     -    6 0.57   0.0   75.1     2e-19 !   -
ERZ477576.412782-NODE-412782-length-307-cov-3.09921    -         SSU_rRNA_microsporidia RF02542   hmm      802     1059        3      306      +     -    6 0.53   0.0   74.0   4.5e-19 !   -
ERZ477576.27627-NODE-27627-length-1236-cov-12.011      -         SSU_rRNA_microsporidia RF02542   hmm     1100     1309     1232     1002      -     -    6 0.55   0.0   73.4   6.7e-19 !   -
ERZ477576.8325-NODE-8325-length-2620-cov-8.81598       -         SSU_rRNA_microsporidia RF02542   hmm        8      412     2114     2600      +     -    6 0.52   0.4   73.0   8.9e-19 !   -
ERZ477576.550484-NODE-550484-length-270-cov-20.4186    -         SSU_rRNA_microsporidia RF02542   hmm      977     1203      268       15      -     -    6 0.56   0.0   71.3   2.8e-18 !   -
ERZ477576.564234-NODE-564234-length-267-cov-3.17453    -         SSU_rRNA_microsporidia RF02542   hmm      520      713      241       48      -     -    6 0.48   0.2   71.0   3.6e-18 !   -
ERZ477576.1075753-NODE-1075753-length-180-cov-3.488    -         SSU_rRNA_microsporidia RF02542   hmm      643      818        2      179      +     -    6 0.52   0.1   70.6   4.8e-18 !   -
ERZ477576.112229-NODE-112229-length-576-cov-4.77159    -         SSU_rRNA_microsporidia RF02542   hmm     1078     1307      533      291      -     -    6 0.50   0.0   69.9   7.8e-18 !   -
ERZ477576.465890-NODE-465890-length-291-cov-19.6398    -         SSU_rRNA_microsporidia RF02542   hmm      422      694       16      290      +     -    6 0.44   0.4   69.1   1.3e-17 !   -
ERZ477576.564133-NODE-564133-length-267-cov-84.4811    -         SSU_rRNA_microsporidia RF02542   hmm      984     1203      258       15      -     -    6 0.51   0.0   68.8   1.6e-17 !   -
ERZ477576.1035456-NODE-1035456-length-208-cov-8.69935  -         SSU_rRNA_microsporidia RF02542   hmm      624      821        4      207      +     -    6 0.54   0.0   68.5     2e-17 !   -
ERZ477576.82341-NODE-82341-length-674-cov-3.23102      -         SSU_rRNA_microsporidia RF02542   hmm        6      295      336        4      -     -    6 0.54   0.1   67.5     4e-17 !   -
ERZ477576.343010-NODE-343010-length-334-cov-2.36559    -         SSU_rRNA_microsporidia RF02542   hmm     1085     1309      308       62      -     -    6 0.53   0.0   67.0   5.6e-17 !   -
ERZ477576.191247-NODE-191247-length-441-cov-34.158     -         SSU_rRNA_microsporidia RF02542   hmm        6      301      366        4      -     -    6 0.50   0.1   66.9     6e-17 !   -
ERZ477576.784680-NODE-784680-length-232-cov-31.4181    -         SSU_rRNA_microsporidia RF02542   hmm     1024     1203       15      218      +     -    6 0.53   0.0   66.8   6.7e-17 !   -
ERZ477576.811951-NODE-811951-length-229-cov-3.0977     -         SSU_rRNA_microsporidia RF02542   hmm     1024     1203       15      218      +     -    6 0.56   0.0   66.6   7.5e-17 !   -
ERZ477576.776224-NODE-776224-length-233-cov-9.70787    -         SSU_rRNA_microsporidia RF02542   hmm     1025     1203       17      219      +     -    6 0.59   0.0   66.4   8.9e-17 !   -
ERZ477576.1067645-NODE-1067645-length-206-cov-1.03311  -         SSU_rRNA_microsporidia RF02542   hmm      555      709      199       45      -     -    6 0.55   0.0   64.1   4.3e-16 !   -
ERZ477576.7782-NODE-7782-length-2735-cov-72.1049       -         SSU_rRNA_microsporidia RF02542   hmm        9      340     2366     2729      +     -    6 0.50   0.1   63.7   5.6e-16 !   -
ERZ477576.266219-NODE-266219-length-376-cov-60.1277    -         SSU_rRNA_microsporidia RF02542   hmm     1099     1309      373      150      -     -    6 0.56   0.0   63.4   7.1e-16 !   -
ERZ477576.788141-NODE-788141-length-232-cov-1.24294    -         SSU_rRNA_microsporidia RF02542   hmm     1078     1227       42      195      +     -    6 0.46   0.0   62.8   1.1e-15 !   -
ERZ477576.357132-NODE-357132-length-328-cov-1.48718    -         SSU_rRNA_microsporidia RF02542   hmm     1040     1303      326        2      -     -    6 0.35   0.0   61.9   1.9e-15 !   -
ERZ477576.117634-NODE-117634-length-563-cov-1.26181    -         SSU_rRNA_microsporidia RF02542   hmm        5      262      245      561      +     -    6 0.49   0.1   60.2   6.7e-15 !   -
ERZ477576.174794-NODE-174794-length-461-cov-142.579    -         SSU_rRNA_microsporidia RF02542   hmm        9      340       92      455      +     -    6 0.51   0.1   59.8   8.4e-15 !   -
ERZ477576.51753-NODE-51753-length-862-cov-8.89095      -         SSU_rRNA_microsporidia RF02542   hmm        6      297      323        4      -     -    6 0.54   0.1   59.4   1.1e-14 !   -
ERZ477576.555167-NODE-555167-length-269-cov-2.43458    -         SSU_rRNA_microsporidia RF02542   hmm     1087     1287      226        3      -     -    6 0.58   0.0   58.9   1.6e-14 !   -
ERZ477576.1073460-NODE-1073460-length-198-cov-49.7063  -         SSU_rRNA_microsporidia RF02542   hmm      774      947        3      197      +     -    6 0.58   0.0   57.6   3.9e-14 !   -
ERZ477576.111761-NODE-111761-length-577-cov-12.023     -         SSU_rRNA_microsporidia RF02542   hmm        6      290      315        3      -     -    6 0.56   0.1   57.4   4.6e-14 !   -
ERZ477576.1075472-NODE-1075472-length-182-cov-25.5276  -         SSU_rRNA_microsporidia RF02542   hmm      785      947        2      181      +     -    6 0.54   0.0   57.0   6.2e-14 !   -
ERZ477576.618534-NODE-618534-length-256-cov-2.25373    -         SSU_rRNA_microsporidia RF02542   hmm     1083     1218       50      186      +     -    6 0.53   0.0   56.2   1.1e-13 !   -
ERZ477576.4856-NODE-4856-length-3642-cov-5.57708       -         SSU_rRNA_microsporidia RF02542   hmm        5      290     3293     3640      +     -    6 0.48   0.0   56.1   1.1e-13 !   -
ERZ477576.546091-NODE-546091-length-271-cov-4.93519    -         SSU_rRNA_microsporidia RF02542   hmm      423      675      255        1      -     -    6 0.50   0.3   55.1   2.2e-13 !   -
ERZ477576.546102-NODE-546102-length-271-cov-4.15741    -         SSU_rRNA_microsporidia RF02542   hmm      423      675       17      271      +     -    6 0.54   0.1   54.0     5e-13 !   -
ERZ477576.812766-NODE-812766-length-229-cov-1.79885    -         SSU_rRNA_microsporidia RF02542   hmm      990     1188      224        1      -     -    6 0.56   0.0   53.3     8e-13 !   -
ERZ477576.965463-NODE-965463-length-214-cov-2.11321    -         SSU_rRNA_microsporidia RF02542   hmm      950     1068        8      174      +     -    6 0.48   0.0   52.5   1.4e-12 !   -
ERZ477576.1087360-NODE-1087360-length-114-cov-8.83051  -         SSU_rRNA_microsporidia RF02542   hmm      754      859        2      106      +     -    6 0.52   0.0   52.4   1.4e-12 !   -
ERZ477576.737126-NODE-737126-length-238-cov-1.47541    -         SSU_rRNA_microsporidia RF02542   hmm      896     1071        7      203      +     -    6 0.51   0.0   52.3   1.6e-12 !   -
ERZ477576.24731-NODE-24731-length-1323-cov-27.8738     -         SSU_rRNA_microsporidia RF02542   hmm        5      290      330        3      -     -    6 0.48   0.0   52.3   1.6e-12 !   -
ERZ477576.1079225-NODE-1079225-length-157-cov-11.6961  -         SSU_rRNA_microsporidia RF02542   hmm      652      796        1      154      +     -    6 0.50   0.0   51.8   2.2e-12 !   -
ERZ477576.272179-NODE-272179-length-372-cov-22.9401    -         SSU_rRNA_microsporidia RF02542   hmm      253      577        4      363      +     -    6 0.57   0.2   51.6   2.7e-12 !   -
ERZ477576.546051-NODE-546051-length-271-cov-253.181    -         SSU_rRNA_microsporidia RF02542   hmm     1161     1309      266      109      -     -    6 0.54   0.0   51.4     3e-12 !   -
ERZ477576.153329-NODE-153329-length-492-cov-84.9268    -         SSU_rRNA_microsporidia RF02542   hmm     1161     1309        6      163      +     -    6 0.53   0.0   51.3   3.1e-12 !   -
ERZ477576.559485-NODE-559485-length-268-cov-84.5446    -         SSU_rRNA_microsporidia RF02542   hmm      811     1020        1      260      +     -    6 0.52   0.0   50.9   4.1e-12 !   -
ERZ477576.1079815-NODE-1079815-length-154-cov-15.2323  -         SSU_rRNA_microsporidia RF02542   hmm      657      796      152        4      -     -    6 0.49   0.0   50.6   5.3e-12 !   -
ERZ477576.462300-NODE-462300-length-292-cov-24.8228    -         SSU_rRNA_microsporidia RF02542   hmm       10      266        2      284      +     -    6 0.57   0.0   50.5   5.5e-12 !   -
ERZ477576.699972-NODE-699972-length-243-cov-1.47872    -         SSU_rRNA_microsporidia RF02542   hmm       64      220      231       22      -     -    6 0.50   0.0   50.3   6.4e-12 !   -
ERZ477576.310243-NODE-310243-length-350-cov-2.68136    -         SSU_rRNA_microsporidia RF02542   hmm        8      290      348        3      -     -    6 0.48   0.0   50.2   6.7e-12 !   -
ERZ477576.49548-NODE-49548-length-883-cov-4.22947      -         SSU_rRNA_microsporidia RF02542   hmm        6      290      348        3      -     -    6 0.49   0.0   50.2   6.9e-12 !   -
ERZ477576.1398-NODE-1398-length-7523-cov-11.0457       -         SSU_rRNA_microsporidia RF02542   hmm       57      301     7234     7520      +     -    6 0.55   0.2   50.1   7.3e-12 !   -
ERZ477576.1077435-NODE-1077435-length-168-cov-4.79646  -         SSU_rRNA_microsporidia RF02542   hmm     1164     1309      167        3      -     -    6 0.55   0.0   50.1   7.6e-12 !   -
ERZ477576.46272-NODE-46272-length-917-cov-8.60557      -         SSU_rRNA_microsporidia RF02542   hmm     1164     1309      916      752      -     -    6 0.56   0.0   49.9   8.3e-12 !   -
ERZ477576.554960-NODE-554960-length-269-cov-106.164    -         SSU_rRNA_microsporidia RF02542   hmm      814     1020        2      260      +     -    6 0.52   0.0   49.9   8.7e-12 !   -
ERZ477576.79387-NODE-79387-length-687-cov-65.1408      -         SSU_rRNA_microsporidia RF02542   hmm     1166     1309        2      154      +     -    6 0.54   0.0   49.7   9.4e-12 !   -
ERZ477576.209130-NODE-209130-length-422-cov-158.054    -         SSU_rRNA_microsporidia RF02542   hmm     1166     1309        2      154      +     -    6 0.54   0.0   49.7   9.4e-12 !   -
ERZ477576.1074477-NODE-1074477-length-190-cov-13.7556  -         SSU_rRNA_microsporidia RF02542   hmm     1152     1309        4      180      +     -    6 0.54   0.0   49.7   9.7e-12 !   -
ERZ477576.29674-NODE-29674-length-1187-cov-3.40283     -         SSU_rRNA_microsporidia RF02542   hmm        6      240      312       35      -     -    6 0.51   0.0   49.7     1e-11 !   -
ERZ477576.1084383-NODE-1084383-length-129-cov-6.09459  -         SSU_rRNA_microsporidia RF02542   hmm      559      676      118        1      -     -    6 0.54   0.1   49.2   1.4e-11 !   -
ERZ477576.23714-NODE-23714-length-1356-cov-17.9716     -         SSU_rRNA_microsporidia RF02542   hmm        5      265     1057     1347      +     -    6 0.55   0.0   49.1   1.5e-11 !   -
ERZ477576.203856-NODE-203856-length-428-cov-1.10724    -         SSU_rRNA_microsporidia RF02542   hmm      752      861      120       12      -     -    6 0.51   0.0   49.1   1.5e-11 !   -
ERZ477576.44808-NODE-44808-length-933-cov-5.70159      -         SSU_rRNA_microsporidia RF02542   hmm        6      290      350        3      -     -    6 0.49   0.0   49.0   1.6e-11 !   -
ERZ477576.149159-NODE-149159-length-499-cov-2.0473     -         SSU_rRNA_microsporidia RF02542   hmm        5      219      263        6      -     -    6 0.50   0.0   48.2   2.8e-11 !   -
ERZ477576.35705-NODE-35705-length-1062-cov-36.4359     -         SSU_rRNA_microsporidia RF02542   hmm     1152     1309     1059      883      -     -    6 0.57   0.0   47.9   3.4e-11 !   -
ERZ477576.16099-NODE-16099-length-1731-cov-18.472      -         SSU_rRNA_microsporidia RF02542   hmm     1161     1309        4      171      +     -    6 0.63   0.0   47.7   3.9e-11 !   -
ERZ477576.1079790-NODE-1079790-length-154-cov-49.2626  -         SSU_rRNA_microsporidia RF02542   hmm      642      791        2      154      +     -    6 0.51   0.0   46.9   6.9e-11 !   -
ERZ477576.559564-NODE-559564-length-268-cov-3.24413    -         SSU_rRNA_microsporidia RF02542   hmm        5      206       11      267      +     -    6 0.51   0.0   46.7   7.7e-11 !   -
ERZ477576.598394-NODE-598394-length-260-cov-1.7122     -         SSU_rRNA_microsporidia RF02542   hmm        2      151       86      252      +     -    6 0.39   0.0   46.7   7.9e-11 !   -
ERZ477576.721154-NODE-721154-length-240-cov-1.70811    -         SSU_rRNA_microsporidia RF02542   hmm     1088     1213      198       71      -     -    6 0.48   0.0   45.4   1.9e-10 !   -
ERZ477576.4677-NODE-4677-length-3735-cov-57.7489       -         SSU_rRNA_microsporidia RF02542   hmm     1166     1309     3734     3572      -     -    6 0.54   0.0   45.3     2e-10 !   -
ERZ477576.781180-NODE-781180-length-233-cov-1.02809    -         SSU_rRNA_microsporidia RF02542   hmm      406      633        1      230      +     -    6 0.52   0.0   44.5   3.6e-10 !   -
